ESVs,species,identity_percentage,coverage,evalue,bitscore,source
ESV_3109,Amphistegina_papillosa_Spermonde_3741,97.214,100,1.58E-156,547,Genbank
ESV_3110,Amphistegina_radiata_Spermonde,95.988,100,7.42E-150,525,Genbank
ESV_3113,Eggerelloides_scaber_12301,96.904,100,7.37E-155,542,Genbank
ESV_3114,Amphistegina_lessonii_5174,96.594,100,3.43E-153,536,Genbank
ESV_3115,Vertebralina_Rik_9325_consensus0_1751,98.73,98,2.02E-160,560,Genbank
ESV_3116,Amphistegina_radiata_Spermonde,94.444,100,1.62E-141,497,Genbank
ESV_3117,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3118,Heterostegina_depressa_sp1_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_3119,Borelis_schlumbergeri_3737_Spermonde,97.778,98,2.04E-155,544,Genbank
ESV_3125,Elphidium_Rik_9327_9337_9350_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_3126,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,95.046,100,7.48E-145,508,Genbank
ESV_3127,Cyrea_szymborska_17247,83.492,96,2.25E-75,278,Genbank
ESV_3128,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_3130,Glabratella_sp._17918,98.758,99,2.61E-164,573,Genbank
ESV_3132,Calcarina_sp._5164_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_3133,Encrusting_Rik_9441_consensus0_977,97.5,99,1.58E-156,547,Genbank
ESV_3134,Milliolids_Rik_9329_consensus0_52,87.692,100,7.91E-105,375,Genbank
ESV_3135,Cyrea_szymborska_17247,93.506,96,2.72E-129,457,Genbank
ESV_3136,Amphistegina_lobifera,98.142,100,1.57E-161,564,Genbank
ESV_3138,Cyrea_szymborska_17247,92.88,96,5.91E-126,446,Genbank
ESV_3139,Planostegina_Rik_9444_consensus12_47,96.285,100,5.74E-151,529,Genbank
ESV_3141,Encrusting_Rik_9441_consensus0_977,96.904,99,2.65E-154,540,Genbank
ESV_3142,Rosalina_sp._17595,95.046,100,7.48E-145,508,Genbank
ESV_3144,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_3145,Heterostegina_depressa_sp2_Spermonde,96.923,100,7.37E-155,542,Genbank
ESV_3147,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_3149,Stainforthia_sp._17321,95.342,99,5.78E-146,512,Genbank
ESV_3152,Discanomalina_coronata_18034,96.285,100,1.6E-151,531,Genbank
ESV_3153,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_3154,Heterostegina_depressa_sp1_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_3156,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.338,94,1.57E-156,547,Genbank
ESV_3158,Amphistegina_radiata_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3159,Amphistegina_radiata_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3163,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_3164,Encrusting_Rik_9441_consensus0_977,96.552,99,5.74E-151,529,Genbank
ESV_3166,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_3167,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.758,99,2.61E-164,573,Genbank
ESV_3168,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_3169,Amphistegina_lobifera,94.427,100,1.62E-141,497,Genbank
ESV_3171,Cyrea_szymborska_17247,92.88,96,1.65E-126,448,Genbank
ESV_3172,Eggerelloides_scaber_12301,96.904,100,7.37E-155,542,Genbank
ESV_3174,Nummulites_venosus,97.833,100,7.32E-160,558,Genbank
ESV_3176,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_3177,Amphistegina_radiata_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3178,Entzia_macrescens_13533,86.174,96,1.71E-91,331,Genbank
ESV_3187,Borelis_schlumbergeri_3737_Spermonde,98.413,98,9.41E-159,555,Genbank
ESV_3189,Planorbulinella_sp._17893,97.516,99,1.23E-157,551,Genbank
ESV_3192,Cyrea_szymborska_17247,93.871,96,4.56E-132,466,Genbank
ESV_3197,Operculina_ammonoides,97.214,100,5.7E-156,545,Genbank
ESV_3200,Stainforthia_sp._17321,97.523,100,1.22E-157,551,Genbank
ESV_3201,Spiroplectammina_sp._12209,97.742,96,1.23E-152,534,Genbank
ESV_3202,Entzia_macrescens_13533,90.323,96,2.81E-114,407,Genbank
ESV_3205,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_3207,Amphistegina_radiata_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_3208,Pyrgo_Rik_9347_consensus0_1557,94.081,100,9.68E-139,488,Genbank
ESV_3209,Pyrgo_Rik_9347_consensus0_1557,81.908,94,3.88E-68,254,Genbank
ESV_3214,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,91.022,100,3.58E-123,436,Genbank
ESV_3215,Amphistegina_radiata_Spermonde,96.605,100,3.43E-153,536,Genbank
ESV_3216,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,86.462,100,4.75E-97,350,Genbank
ESV_3217,Cyrea_szymborska_17247,93.528,96,7.64E-130,459,Genbank
ESV_3219,Textularid_Rik_9399_consensus0_1584,79.939,99,1.09E-58,222,Genbank
ESV_3220,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_3221,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_3222,Lacogromia_cassipara_18990,89.164,100,3.63E-113,403,Genbank
ESV_3223,Pyrgo_Rik_9347_consensus0_1557,98.438,99,1.56E-161,564,Genbank
ESV_3224,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_3226,Peneroplis_sp1_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_3228,Cyrea_szymborska_17247,92.027,93,1E-118,422,Genbank
ESV_3229,Murrayinella_globosa_18043,87.037,100,1.71E-101,364,Genbank
ESV_3230,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3231,Encrusting_Rik_9441_consensus0_977,94.969,98,4.5E-142,499,Genbank
ESV_3233,Trifarina_earlandi_&_Uvigerina_bifurcata,95.975,100,7.42E-150,525,Genbank
ESV_3234,Amphistegina_radiata_Spermonde,94.769,100,3.48E-143,503,Genbank
ESV_3236,Textularid_Rik_9398_consensus128_73,90.728,94,1.3E-112,401,Genbank
ESV_3237,Borelis_schlumbergeri_3737_Spermonde,99.669,94,3.38E-158,553,Genbank
ESV_3241,Encrusting_Rik_9441_consensus0_977,96.594,100,3.43E-153,536,Genbank
ESV_3242,Operculina_sp_5195_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3243,Lacogromia_cassipara_18990,87.616,100,7.91E-105,375,Genbank
ESV_3246,Heterostegina_depressa_sp2_Spermonde,96.923,100,7.37E-155,542,Genbank
ESV_3247,Lacogromia_cassipara_18990,77.37,99,1.43E-47,185,Genbank
ESV_3249,Calcarina_sp._5164_Spermonde,97.812,99,3.41E-158,553,Genbank
ESV_3250,Heterostegina_depressa_sp1_Spermonde,96.904,100,2.65E-154,540,Genbank
ESV_3254,Cyrea_szymborska_17247,95.082,94,2.1E-135,477,Genbank
ESV_3255,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_3256,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_3260,Murrayinella_globosa_18043,92.593,100,1.64E-131,464,Genbank
ESV_3261,Pyrgo_Rik_9347_consensus0_1557,87.077,100,2.21E-100,361,Genbank
ESV_3262,Peneroplis_sp1_Spermonde,99.338,94,1.57E-156,547,Genbank
ESV_3263,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_3266,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_3267,Murrayinella_globosa_18043,96.904,100,7.37E-155,542,Genbank
ESV_3268,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_3269,Cyrea_szymborska_17247,93.528,96,7.64E-130,459,Genbank
ESV_3272,Encrusting_Rik_9441_consensus0_977,97.205,99,5.7E-156,545,Genbank
ESV_3273,Operculina_heterosteginoides,96.904,100,7.37E-155,542,Genbank
ESV_3274,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.142,100,1.57E-161,564,Genbank
ESV_3278,Entzia_macrescens_13533,79.805,93,6.57E-56,213,Genbank
ESV_3282,Calcarina_sp._5164_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_3283,Nummulites_venosus,97.523,100,3.41E-158,553,Genbank
ESV_3284,Miliolid_Rik_9400_9405_Israel,82.624,87,2.98E-64,241,Genbank
ESV_3285,Lacogromia_cassipara_18990,88.615,100,7.86E-110,392,Genbank
ESV_3286,Elphidium_Rik_9327_9337_9350_Spermonde,94.654,98,2.09E-140,494,Genbank
ESV_3287,Peneroplis_sp1_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_3288,Encrusting_Rik_9441_consensus0_977,96.594,100,3.43E-153,536,Genbank
ESV_3289,Neorotalia_calcar_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_3290,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_3291,Stainforthia_sp._17321,97.523,100,1.22E-157,551,Genbank
ESV_3292,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_3293,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_3294,Heterostegina_depressa_sp1_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_3297,Lacogromia_cassipara_18990,78.462,99,3.05E-54,207,Genbank
ESV_3298,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,99.013,94,5.7E-156,545,Genbank
ESV_3299,Heterostegina_depressa_sp1_Spermonde,94.753,100,3.48E-143,503,Genbank
ESV_3301,Entzia_macrescens_13533,88.599,95,2.85E-104,374,Genbank
ESV_3306,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_3307,Amphistegina_lessonii,95.077,99,2.69E-144,507,Genbank
ESV_3309,Haynesina_germanica_18209,98.148,100,1.57E-161,564,Genbank
ESV_3311,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_3312,Glabratella_sp._17918,90.252,98,6.03E-116,412,Genbank
ESV_3316,Peneroplis_Rik_9339_consensus0_2031,99.338,94,1.57E-156,547,Genbank
ESV_3318,Encrusting_Rik_9441_consensus0_977,97.826,99,2.63E-159,556,Genbank
ESV_3322,Cyrea_szymborska_17247,97.742,96,4.44E-152,532,Genbank
ESV_3326,Textularid_Rik_9399_consensus0_1584,83.692,99,1.36E-82,302,Genbank
ESV_3327,Discanomalina_coronata_18034,88.854,100,1.69E-111,398,Genbank
ESV_3328,Stainforthia_sp._17321,97.516,99,4.39E-157,549,Genbank
ESV_3329,Borelis_schlumbergeri_3737_Spermonde,95.016,100,9.61E-144,505,Genbank
ESV_3330,Discanomalina_coronata_18034,95.046,100,7.48E-145,508,Genbank
ESV_3331,Stainforthia_sp._17321,96.25,99,7.42E-150,525,Genbank
ESV_3336,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_3338,Heterostegina_depressa_sp1_Spermonde,94.737,100,3.48E-143,503,Genbank
ESV_3339,Pyrgo_Rik_9347_consensus0_1557,91.304,100,9.92E-124,438,Genbank
ESV_3340,Amphistegina_papillosa_Spermonde_3741,95.356,100,1.61E-146,514,Genbank
ESV_3342,Vertebralina_Rik_9325_consensus0_1751,98.413,98,9.41E-159,555,Genbank
ESV_3345,Elphidium_Rik_9327_9337_9350_Spermonde,94.737,100,3.48E-143,503,Genbank
ESV_3347,Operculina_heterosteginoides,96.285,100,1.6E-151,531,Genbank
ESV_3348,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_3351,Eggerelloides_scaber_12301,89.474,100,7.8E-115,409,Genbank
ESV_3352,Nummulites_venosus,97.214,100,1.58E-156,547,Genbank
ESV_3353,Discanomalina_coronata_18034,95.611,99,5.78E-146,512,Genbank
ESV_3354,Murrayinella_globosa_18043,92.879,100,3.53E-133,470,Genbank
ESV_3355,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_3357,Planorbulinella_sp._17893,96.894,99,2.65E-154,540,Genbank
ESV_3358,Heterostegina_depressa_sp1_Spermonde,97.523,100,1.23E-157,551,Genbank
ESV_3359,Cyrea_szymborska_17247,93.831,95,2.12E-130,460,Genbank
ESV_3364,Planorbulinella_Rik_9331_consensus21_181,92.994,97,9.85E-129,455,Genbank
ESV_3365,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,87.888,99,6.12E-106,379,Genbank
ESV_3367,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,96.904,100,7.37E-155,542,Genbank
ESV_3368,Bizarria_bryiformis_18256,79.938,99,1.4E-62,235,Genbank
ESV_3369,Textularid_Rik_9399_consensus0_1584,90.625,98,3.6E-118,420,Genbank
ESV_3374,Textularid_Rik_9399_consensus0_1584,84.375,99,8.03E-85,309,Genbank
ESV_3375,Bizarria_bryiformis_18256,75.831,99,1.45E-37,152,Genbank
ESV_3377,Heterocyclina_Rik_9437_consensus8_526,96.594,100,3.43E-153,536,Genbank
ESV_3378,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,82.099,100,8.26E-75,276,Genbank
ESV_3382,Trifarina_earlandi_&_Uvigerina_bifurcata,92.357,97,1.65E-126,448,Genbank
ESV_3386,Glabratella_sp._17918,88.994,98,7.86E-110,392,Genbank
ESV_3389,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,79.193,99,3.03E-59,224,Genbank
ESV_3393,Heterostegina_depressa_sp2_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_3394,Glabratella_sp._17918,98.452,100,3.38E-163,569,Genbank
ESV_3399,Amphistegina_radiata_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_3400,Heterostegina_depressa_sp1_Spermonde,97.214,100,5.7E-156,545,Genbank
ESV_3402,Cyrea_szymborska_17247,94.516,96,7.56E-135,475,Genbank
ESV_3403,Sorites_sp2_Spermonde,98.675,94,3.41E-153,536,Genbank
ESV_3404,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_3405,Neoassilina_ammonoides_19231,99.032,96,2.63E-159,556,Genbank
ESV_3406,Amphistegina_gibbosa_Rik_9367_9368_9369_USA,95.342,99,5.78E-146,512,Genbank
ESV_3407,Murrayinella_globosa_18043,92.26,100,7.64E-130,459,Genbank
ESV_3408,Elphidium_Rik_9327_9337_9350_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_3412,Amphistegina_lobifera,93.189,100,7.58E-135,475,Genbank
ESV_3414,Elphidium_Rik_9327_9337_9350_Spermonde,94.654,98,2.09E-140,494,Genbank
ESV_3415,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_3417,Eggerelloides_scaber_12301,96.285,100,1.6E-151,531,Genbank
ESV_3419,Murrayinella_globosa_18043,96.904,100,7.37E-155,542,Genbank
ESV_3420,Entzia_macrescens_13533,87.702,95,1.03E-98,355,Genbank
ESV_3421,Amphistegina_lessonii,98.142,100,1.57E-161,564,Genbank
ESV_3422,Heterocyclina_Rik_9437_consensus8_526,94.769,100,3.48E-143,503,Genbank
ESV_3423,Amphistegina_lobifera,97.826,99,2.63E-159,556,Genbank
ESV_3425,Eggerelloides_scaber_12301,86.392,98,2.22E-95,344,Genbank
ESV_3429,Heterostegina_depressa_sp1_Spermonde,97.833,100,2.63E-159,556,Genbank
ESV_3430,Amphistegina_lessonii,97.214,99,5.7E-156,545,Genbank
ESV_3432,Miliolid_Rik_9365_consensus0_1988,79.077,100,1.41E-57,219,Genbank
ESV_3433,Textularid_Rik_9399_consensus0_1584,90.596,98,1E-118,422,Genbank
ESV_3435,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,83.333,99,6.34E-81,296,Genbank
ESV_3439,Trifarina_earlandi_&_Uvigerina_bifurcata,95.975,100,7.42E-150,525,Genbank
ESV_3441,Cyrea_szymborska_17247,92.88,96,1.65E-126,448,Genbank
ESV_3442,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,78.182,99,2.38E-50,195,Genbank
ESV_3443,Milliolids_Rik_9329_consensus0_52,80.451,81,2.38E-50,195,Genbank
ESV_3444,Murrayinella_globosa_18043,97.5,99,1.58E-156,547,Genbank
ESV_3446,Planorbulinella_sp._17893,96.584,99,1.23E-152,534,Genbank
ESV_3451,Eggerelloides_scaber_12301,95.666,100,3.45E-148,520,Genbank
ESV_3454,Cyrea_szymborska_17247,92.88,96,1.65E-126,448,Genbank
ESV_3455,Neorotalia_calcar_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_3458,Heterostegina_depressa_sp1_Spermonde,94.154,100,7.53E-140,492,Genbank
ESV_3460,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,95.283,98,9.67E-144,505,Genbank
ESV_3463,Elphidium_Rik_9327_9337_9350_Spermonde,86.378,99,4.8E-97,350,Genbank
ESV_3464,Oridorsalis_umbonatus_18653,93.354,98,1.27E-132,468,Genbank
ESV_3465,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,91.667,100,1.65E-126,448,Genbank
ESV_3468,Calcarina_sp._5164_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_3470,Heterostegina_depressa_sp1_Spermonde,93.498,100,1.63E-136,481,Genbank
ESV_3474,Haynesina_germanica_18209,92.26,99,2.75E-129,457,Genbank
ESV_3475,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,2.62E-159,556,Genbank
ESV_3476,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_3477,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_3478,Elphidium_Rik_9327_9337_9350_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_3481,Murrayinella_globosa_18043,97.214,100,1.58E-156,547,Genbank
ESV_3482,Encrusting_Rik_9441_consensus0_977,98.684,94,2.65E-154,540,Genbank
ESV_3483,Amphistegina_lessonii,95.666,100,3.45E-148,520,Genbank
ESV_3484,Amphistegina_radiata_Spermonde,94.444,100,1.62E-141,497,Genbank
ESV_3485,Amphistegina_lessonii_5174,97.833,100,7.32E-160,558,Genbank
ESV_3487,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_3488,Milliolid_red_Rik_9370_9371_9372_Israel,97.46,98,9.47E-154,538,Genbank
ESV_3490,Planostegina_Rik_9444_consensus12_47,94.427,100,5.82E-141,496,Genbank
ESV_3491,Glabratella_sp._17918,89.032,96,1.31E-107,385,Genbank
ESV_3492,Planostegina_Rik_9444_consensus12_47,96.285,100,5.74E-151,529,Genbank
ESV_3493,Encrusting_Rik_9441_consensus0_977,94.969,98,4.5E-142,499,Genbank
ESV_3497,Milliolids_Rik_9329_consensus0_52,79.078,86,6.49E-46,180,Genbank
ESV_3498,Discanomalina_coronata_18034,96.285,100,1.6E-151,531,Genbank
ESV_3500,Cyrea_szymborska_17247,96.429,96,2.66E-144,507,Genbank
ESV_3503,Amphistegina_lobifera,94.118,100,7.53E-140,492,Genbank
ESV_3504,Cyrea_szymborska_17247,95.146,96,3.49E-138,486,Genbank
ESV_3506,Stainforthia_sp._17321,96.285,100,1.6E-151,531,Genbank
ESV_3508,Textularid_Rik_9398_consensus128_73,82.353,100,2.28E-75,278,Genbank
ESV_3509,Borelis_schlumbergeri_3737_Spermonde,98.403,98,1.22E-157,551,Genbank
ESV_3510,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,98.762,100,7.27E-165,575,Genbank
ESV_3511,Eggerelloides_scaber_12301,95.356,100,1.61E-146,514,Genbank
ESV_3512,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_3514,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_3517,Eggerelloides_scaber_12301,91.331,100,7.69E-125,442,Genbank
ESV_3518,Murrayinella_globosa_18043,96.904,100,2.64E-154,540,Genbank
ESV_3521,Amphistegina_lobifera,94.737,100,3.48E-143,503,Genbank
ESV_3523,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_3526,Textularid_Rik_9398_consensus128_73,91.722,94,1.29E-117,418,Genbank
ESV_3527,Amphistegina_lessonii_5174,94.769,100,3.48E-143,503,Genbank
ESV_3528,Operculina_heterosteginoides,96.285,100,1.6E-151,531,Genbank
ESV_3529,Lacogromia_cassipara_18990,86.378,99,1.33E-97,351,Genbank
ESV_3530,Peneroplis_sp1_Spermonde,96.573,100,4.41E-152,532,Genbank
ESV_3531,Sorites_sp2_Spermonde,99.338,94,1.57E-156,547,Genbank
ESV_3533,Operculina_ammonoides,97.523,100,3.41E-158,553,Genbank
ESV_3535,Nummulites_venosus,96.19,98,4.47E-147,516,Genbank
ESV_3537,Amphistegina_radiata_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_3538,Textularid_Rik_9398_consensus128_73,91.722,94,1.29E-117,418,Genbank
ESV_3540,Amphistegina_lessonii_5174,96.904,100,7.37E-155,542,Genbank
ESV_3543,Amphistegina_lessonii,97.205,99,5.7E-156,545,Genbank
ESV_3544,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_3548,Entzia_macrescens_13533,88.852,94,7.91E-105,375,Genbank
ESV_3550,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_3552,Calcarina_sp._5164_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_3553,Elphidium_Rik_9327_9337_9350_Spermonde,94.969,98,4.5E-142,499,Genbank
ESV_3554,Amphistegina_papillosa_Spermonde_3741,94.427,99,5.82E-141,496,Genbank
ESV_3555,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,94.704,100,4.47E-142,499,Genbank
ESV_3560,Trifarina_earlandi_&_Uvigerina_bifurcata,90.062,99,1.3E-117,418,Genbank
ESV_3562,Entzia_macrescens_13533,83.387,96,6.26E-76,279,Genbank
ESV_3565,Pyrgo_Rik_9347_consensus0_1557,98.746,99,1.21E-162,568,Genbank
ESV_3567,Lacogromia_cassipara_18990,83.642,100,3.79E-83,303,Genbank
ESV_3569,Cyrea_szymborska_17247,92.131,94,5.99E-121,429,Genbank
ESV_3572,Peneroplis_Rik_9339_consensus0_2031,98.113,99,9.41E-159,555,Genbank
ESV_3576,Pyrgo_Rik_9347_consensus0_1557,82.769,100,1.37E-77,285,Genbank
ESV_3577,Pyrgo_Rik_9347_consensus0_1557,94.393,100,2.08E-140,494,Genbank
ESV_3578,Amphistegina_papillosa_Spermonde_3741,94.427,99,5.82E-141,496,Genbank
ESV_3584,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_3586,Murrayinella_globosa_18043,93.871,96,4.55E-132,466,Genbank
ESV_3587,Alveolinella_quoyi_Spermonde,89.873,98,1.01E-113,405,Genbank
ESV_3588,Calcarina_sp._5164_Spermonde,95.37,100,1.61E-146,514,Genbank
ESV_3592,Rosalina_sp._17595,97.523,100,3.41E-158,553,Genbank
ESV_3594,Planorbulinella_sp._17893,97.826,99,2.63E-159,556,Genbank
ESV_3595,Eggerelloides_scaber_12301,93.498,100,1.63E-136,481,Genbank
ESV_3598,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,77.812,100,1.1E-48,189,Genbank
ESV_3599,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_3605,Heterostegina_depressa_sp1_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_3608,Pyrgo_Rik_9347_consensus0_1557,98.423,99,7.27E-160,558,Genbank
ESV_3610,Trifarina_earlandi_&_Uvigerina_bifurcata,96.875,99,3.43E-153,536,Genbank
ESV_3611,Murrayinella_globosa_18043,95.356,100,1.61E-146,514,Genbank
ESV_3614,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,1.22E-157,551,Genbank
ESV_3615,Amphistegina_lessonii,95.356,99,5.78E-146,512,Genbank
ESV_3620,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_3621,Operculina_ammonoides,97.523,100,3.41E-158,553,Genbank
ESV_3623,Borelis_schlumbergeri_3737_Spermonde,94.704,100,4.47E-142,499,Genbank
ESV_3624,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_3625,Textularid_Rik_9397_consensus3_750,83.333,99,2.28E-80,294,Genbank
ESV_3629,Nummulites_venosus,96.825,98,2.06E-150,527,Genbank
ESV_3630,Heterostegina_depressa_sp2_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_3631,Cyrea_szymborska_17247,93.548,96,2.12E-130,460,Genbank
ESV_3633,Textularid_Rik_9398_consensus128_73,90.728,94,1.3E-112,401,Genbank
ESV_3634,Pyrgo_Rik_9347_consensus0_1557,93.438,99,7.53E-135,475,Genbank
ESV_3636,Entzia_macrescens_13533,87.702,96,2.22E-100,361,Genbank
ESV_3639,Borelis_schlumbergeri_3737_Spermonde,95.639,100,4.44E-147,516,Genbank
ESV_3642,Borelis_schlumbergeri_3737_Spermonde,96.885,100,9.47E-154,538,Genbank
ESV_3643,Textularid_Rik_9399_consensus0_1584,90.909,98,2.15E-120,427,Genbank
ESV_3644,Lacogromia_cassipara_18990,86.378,100,3.71E-98,353,Genbank
ESV_3646,Heterostegina_depressa_sp2_Spermonde,95.912,98,4.47E-147,516,Genbank
ESV_3649,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_3650,Lacogromia_cassipara_18990,86.111,99,2.23E-95,344,Genbank
ESV_3656,Planorbulinella_Rik_9331_consensus21_181,76.603,94,2.41E-40,161,Genbank
ESV_3657,Encrusting_Rik_9441_consensus0_977,97.799,98,4.41E-157,549,Genbank
ESV_3660,Textularid_Rik_9399_consensus0_1584,90.625,99,2.79E-119,424,Genbank
ESV_3662,Peneroplis_sp1_Spermonde,94.081,100,9.68E-139,488,Genbank
ESV_3664,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,77.982,100,2.36E-50,195,Genbank
ESV_3666,Nummulites_venosus,97.523,100,3.41E-158,553,Genbank
ESV_3669,Borelis_schlumbergeri_3737_Spermonde,97.125,98,5.7E-151,529,Genbank
ESV_3670,Pyrgo_Rik_9347_consensus0_1557,86.769,100,2.87E-99,357,Genbank
ESV_3671,Milliolids_Rik_9329_consensus0_52,79.004,86,6.49E-46,180,Genbank
ESV_3672,Eggerelloides_scaber_12301,89.164,100,3.63E-113,403,Genbank
ESV_3673,Pyrgo_Rik_9347_consensus0_1557,90.994,100,4.61E-122,433,Genbank
